2020-09-07 14:00	1.18200	1.18235	1.18175	1.18218	12155
2020-09-07 14:15	1.18219	1.18257	1.18195	1.18245	6979
2020-09-07 14:30	1.18245	1.18282	1.18241	1.18276	5464
2020-09-07 14:45	1.18276	1.18324	1.18252	1.18260	6410
2020-09-07 15:00	1.18261	1.18284	1.18220	1.18236	3283
2020-09-07 15:15	1.18236	1.18236	1.18199	1.18208	2207
2020-09-07 15:30	1.18208	1.18225	1.18167	1.18180	2355
2020-09-07 15:45	1.18181	1.18187	1.18150	1.18185	2652
2020-09-07 16:00	1.18185	1.18185	1.18152	1.18181	4227
2020-09-07 16:15	1.18180	1.18192	1.18148	1.18160	3163
2020-09-07 16:30	1.18159	1.18176	1.18159	1.18168	1938
2020-09-07 16:45	1.18168	1.18184	1.18156	1.18160	2123
2020-09-07 17:00	1.18160	1.18189	1.18157	1.18185	1366
2020-09-07 17:15	1.18183	1.18194	1.18170	1.18178	3376
2020-09-07 17:30	1.18179	1.18195	1.18162	1.18165	2530
2020-09-07 17:45	1.18165	1.18168	1.18149	1.18157	3635
2020-09-07 18:00	1.18157	1.18161	1.18147	1.18153	569
2020-09-07 18:15	1.18152	1.18158	1.18141	1.18145	764
2020-09-07 18:30	1.18145	1.18149	1.18133	1.18137	692
2020-09-07 18:45	1.18136	1.18137	1.18124	1.18132	571
2020-09-07 19:00	1.18129	1.18145	1.18122	1.18130	1086
2020-09-07 19:15	1.18129	1.18155	1.18129	1.18132	872
2020-09-07 19:30	1.18132	1.18156	1.18120	1.18141	1312
2020-09-07 19:45	1.18141	1.18145	1.18125	1.18137	1372
2020-09-07 20:00	1.18140	1.18143	1.18119	1.18130	1198
2020-09-07 20:15	1.18130	1.18131	1.18123	1.18129	149
2020-09-07 20:30	1.18129	1.18138	1.18117	1.18132	219
2020-09-07 20:45	1.18130	1.18135	1.18119	1.18133	366
2020-09-07 21:00	1.18133	1.18156	1.18133	1.18133	163
2020-09-07 21:15	1.18126	1.18133	1.18116	1.18128	92
2020-09-07 21:30	1.18130	1.18170	1.18127	1.18137	183
2020-09-07 21:45	1.18141	1.18148	1.18134	1.18144	237
2020-09-07 22:00	1.18144	1.18171	1.18144	1.18152	2640
2020-09-07 22:15	1.18150	1.18202	1.18150	1.18200	946
2020-09-07 22:30	1.18199	1.18202	1.18164	1.18168	2043
2020-09-07 22:45	1.18170	1.18173	1.18154	1.18160	1295
2020-09-07 23:00	1.18158	1.18184	1.18155	1.18170	1471
2020-09-07 23:15	1.18171	1.18188	1.18166	1.18177	1335
2020-09-07 23:30	1.18178	1.18184	1.18163	1.18166	1164
2020-09-07 23:45	1.18166	1.18198	1.18163	1.18188	2309
2020-09-08 00:00	1.18187	1.18215	1.18178	1.18184	2602
2020-09-08 00:15	1.18182	1.18185	1.18128	1.18132	2649
2020-09-08 00:30	1.18132	1.18147	1.18057	1.18063	5372
2020-09-08 00:45	1.18062	1.18092	1.18050	1.18069	4067
2020-09-08 01:00	1.18068	1.18089	1.17996	1.18015	5338
2020-09-08 01:15	1.18015	1.18037	1.18004	1.18028	13085
2020-09-08 01:30	1.18028	1.18035	1.17992	1.17992	3961
2020-09-08 01:45	1.17991	1.18017	1.17950	1.17969	5678
2020-09-08 02:00	1.17969	1.18055	1.17964	1.18049	3723
2020-09-08 02:15	1.18049	1.18067	1.18033	1.18033	2424
2020-09-08 02:30	1.18034	1.18069	1.18030	1.18066	2534
2020-09-08 02:45	1.18068	1.18076	1.18049	1.18050	2869
2020-09-08 03:00	1.18050	1.18079	1.18044	1.18074	3227
2020-09-08 03:15	1.18074	1.18086	1.18070	1.18081	2917
2020-09-08 03:30	1.18081	1.18112	1.18077	1.18105	4557
2020-09-08 03:45	1.18105	1.18105	1.18069	1.18082	2278
2020-09-08 04:00	1.18082	1.18085	1.18064	1.18073	2385
2020-09-08 04:15	1.18074	1.18086	1.18070	1.18084	984
2020-09-08 04:30	1.18084	1.18106	1.18075	1.18100	2470
2020-09-08 04:45	1.18101	1.18112	1.18083	1.18111	2583
2020-09-08 05:00	1.18112	1.18115	1.18035	1.18049	5118
2020-09-08 05:15	1.18049	1.18075	1.18046	1.18056	4672
2020-09-08 05:30	1.18058	1.18060	1.17977	1.17983	4592
2020-09-08 05:45	1.17983	1.18121	1.17982	1.18109	7027
2020-09-08 06:00	1.18111	1.18273	1.18090	1.18178	13652
2020-09-08 06:15	1.18180	1.18221	1.18157	1.18203	10654
2020-09-08 06:30	1.18205	1.18205	1.18125	1.18156	12915
2020-09-08 06:45	1.18158	1.18209	1.18146	1.18165	8496
2020-09-08 07:00	1.18164	1.18213	1.18035	1.18074	23869
2020-09-08 07:15	1.18075	1.18095	1.18030	1.18061	12662
2020-09-08 07:30	1.18060	1.18150	1.18051	1.18148	9945
2020-09-08 07:45	1.18149	1.18211	1.18124	1.18169	12122
2020-09-08 08:00	1.18168	1.18201	1.18104	1.18157	8926
2020-09-08 08:15	1.18157	1.18206	1.18121	1.18166	12856
2020-09-08 08:30	1.18166	1.18203	1.18121	1.18124	12026
2020-09-08 08:45	1.18127	1.18177	1.18049	1.18082	11150
2020-09-08 09:00	1.18085	1.18134	1.18060	1.18106	10917
2020-09-08 09:15	1.18108	1.18149	1.18053	1.18133	11603
2020-09-08 09:30	1.18133	1.18151	1.18013	1.18022	12676
2020-09-08 09:45	1.18023	1.18051	1.17907	1.17934	23762
2020-09-08 10:00	1.17934	1.17973	1.17860	1.17909	20025
2020-09-08 10:15	1.17909	1.17915	1.17833	1.17865	13765
2020-09-08 10:30	1.17867	1.17937	1.17777	1.17921	22859
2020-09-08 10:45	1.17922	1.18062	1.17898	1.18005	16109
2020-09-08 11:00	1.18006	1.18053	1.17938	1.18005	15146
2020-09-08 11:15	1.18006	1.18032	1.17985	1.18027	13977
2020-09-08 11:30	1.18027	1.18040	1.17933	1.17936	10071
2020-09-08 11:45	1.17936	1.18017	1.17879	1.17947	11160
2020-09-08 12:00	1.17947	1.17962	1.17813	1.17842	14365
2020-09-08 12:15	1.17844	1.18015	1.17840	1.17974	12778
2020-09-08 12:30	1.17974	1.18052	1.17934	1.17993	16958
2020-09-08 12:45	1.17994	1.18062	1.17947	1.18005	14298
2020-09-08 13:00	1.18005	1.18022	1.17931	1.17953	17798
2020-09-08 13:15	1.17954	1.17973	1.17806	1.17829	15728
2020-09-08 13:30	1.17829	1.17924	1.17739	1.17750	16891
2020-09-08 13:45	1.17746	1.17832	1.17654	1.17772	22567
2020-09-08 14:00	1.17773	1.18006	1.17727	1.17944	45709
2020-09-08 14:15	1.17943	1.17992	1.17863	1.17937	19420
2020-09-08 14:30	1.17936	1.17969	1.17835	1.17884	28198
2020-09-08 14:45	1.17883	1.17966	1.17830	1.17933	17773
2020-09-08 15:00	1.17933	1.18017	1.17870	1.17974	18571
2020-09-08 15:15	1.17974	1.17995	1.17910	1.17949	11659
2020-09-08 15:30	1.17949	1.17985	1.17804	1.17830	15256
2020-09-08 15:45	1.17830	1.17906	1.17810	1.17878	11235
